Twitter Feed,Source Account,Tweets Ago,Tweet,Tweet Date,Compound Score,Positive Score,Neutral Score,Negative Score
CNN,CNN,63,Trump said he brought Kim to the table by showing him what the future could look like should he choose the path of… https://t.co/EDBeTkve36,Tue Jun 12 09:30:10 +0000 2018,0.3612,0.098,0.902,0.0
CNN,CNN,64,"Responding to a question about North Koreans being kept in what a reporter described as a ""network of gulags,"" Pres… https://t.co/5RK8AXKF4R",Tue Jun 12 09:11:40 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,65,"President Donald Trump told reporters that he will visit Pyongyang ""at a certain time."" He added that he invited Ki… https://t.co/LMQYuhLO3t",Tue Jun 12 09:06:59 +0000 2018,0.2732,0.1,0.9,0.0
CNN,CNN,66,"President Trump: ""I do"" trust Kim Jong Un, he tells CNN's @Acosta https://t.co/hkIsOj59bB https://t.co/ipnc47XAQf",Tue Jun 12 09:02:02 +0000 2018,0.5106,0.202,0.798,0.0
CNN,CNN,67,"President Trump says the US will stop ""war games,"" an apparent reference to joint military exercises with South Kor… https://t.co/CwhiXdN5LC",Tue Jun 12 08:52:52 +0000 2018,-0.7269,0.0,0.747,0.253
CNN,CNN,68,Trump says the #TrumpKimSummit wouldn't have happened without Otto Warmbier's death https://t.co/9L71LECkv6 https://t.co/jJRlq2AdwF,Tue Jun 12 08:43:05 +0000 2018,0.4847,0.208,0.792,0.0
CNN,CNN,69,"President Trump said he hopes the Korean War will finally end, more than 70 years after it began. The leaders of No… https://t.co/cwPTd2lRkw",Tue Jun 12 08:36:37 +0000 2018,-0.2732,0.101,0.758,0.141
CNN,CNN,70,President Trump says Kim Jong Un promised to destroy a major missile engine testing site. The commitment was not in… https://t.co/YioJPjJxsV,Tue Jun 12 08:30:49 +0000 2018,0.1531,0.199,0.664,0.137
CNN,CNN,71,Trump is speaking to the media after the #TrumpKimSummit. Watch live: https://t.co/3ULsOqRSsY,Tue Jun 12 08:15:56 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,72,"Analysis: The Trump-Kim agreement is ""weaker"" on nukes than previous commitments https://t.co/W7BWLgc2oH… https://t.co/SFjEaglPni",Tue Jun 12 07:27:40 +0000 2018,0.5719,0.299,0.701,0.0
CNN,CNN,73,"In, Koreatown, Los Angeles, the historic meeting between President Donald Trump and Kim Jong Un brought cheers and… https://t.co/obMYdjYukW",Tue Jun 12 07:21:14 +0000 2018,0.4767,0.147,0.853,0.0
CNN,CNN,74,JUST IN: Read the full text of the Trump-Kim signed statement https://t.co/J6UUW64uZB https://t.co/QpWpTuzctw,Tue Jun 12 07:08:28 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,75,Kim's denuclearization pledge with Trump is similar to the one he made with South Korea in April… https://t.co/lzjdqU38C8,Tue Jun 12 06:52:19 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,76,How to determine whether Donald Trump or Kim Jong Un came out on top? In the absence of any real news or developmen… https://t.co/VFbdE5J17z,Tue Jun 12 06:49:50 +0000 2018,0.2023,0.073,0.927,0.0
CNN,CNN,77,"Photographs of the document signed by Trump and Kim indicate the leaders agreed to ""work toward complete denucleari… https://t.co/CmQUn1OMe0",Tue Jun 12 06:36:29 +0000 2018,0.2732,0.104,0.896,0.0
CNN,CNN,78,"""The world will see a major change. I would like to express my gratitude to President Trump."" North Korean leader K… https://t.co/UtaLVGs9vl",Tue Jun 12 06:19:00 +0000 2018,0.7003,0.244,0.756,0.0
CNN,CNN,79,"When asked if he will invite Kim Jong Un to the White House, President Trump replied ""Absolutely I will""… https://t.co/MH8qe6bUrw",Tue Jun 12 06:10:44 +0000 2018,0.1531,0.082,0.918,0.0
CNN,CNN,80,"President Trump says denuclearization in North Korea will begin soon: ""We're starting that process very quickly, ve… https://t.co/0RbgjQRE05",Tue Jun 12 06:05:50 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,81,"President Trump says that he and Kim Jong Un ""have developed a very special bond"" after #TrumpKimSummit… https://t.co/SRa4delSV9",Tue Jun 12 06:01:47 +0000 2018,0.4576,0.158,0.842,0.0
CNN,CNN,82,"Donald Trump on what he learned about Kim Jong Un at #TrumpKimSummit: ""I learned he’s a very talented man. I also l… https://t.co/UW2b0YG5jy",Tue Jun 12 05:56:24 +0000 2018,0.5563,0.152,0.848,0.0
CNN,CNN,83,"President Trump and Kim Jong Un sign what Trump calls a ""a very important document, a pretty comprehensive document… https://t.co/cfo4F4Enja",Tue Jun 12 05:48:54 +0000 2018,0.762,0.335,0.665,0.0
CNN,CNN,84,South Korea President Moon Jae-in watched the historic meeting between Trump and Kim from his cabinet room in Seoul… https://t.co/2aCQwK847K,Tue Jun 12 05:37:41 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,85,Polio re-emerges in Venezuela nearly 30 years after eradication https://t.co/mYFEV3kx4Y https://t.co/xUNwmupAeX,Tue Jun 12 05:31:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,86,"The US largely agreed to North Korea's demands for parity in all aspects of the #TrumpKimSummit, from the number of… https://t.co/tlZFXRDOYN",Tue Jun 12 05:26:12 +0000 2018,0.34,0.152,0.848,0.0
CNN,CNN,87,The front page of North Korea's top newspaper showed photos of Kim Jong Un's unprecedented visit to Singapore today… https://t.co/M1d16s29Sj,Tue Jun 12 05:17:18 +0000 2018,0.2023,0.087,0.913,0.0
CNN,CNN,88,Country Time Lemonade is creating a team to help pay fines and permits for kids who want to run their own lemonade… https://t.co/4BZVN0psLZ,Tue Jun 12 05:16:05 +0000 2018,0.5859,0.242,0.703,0.055
CNN,CNN,89,President Trump and Kim Jong Un will sign an agreement to acknowledge the progress of the talks and pledge to keep… https://t.co/YOcBSkKR62,Tue Jun 12 05:06:21 +0000 2018,0.7184,0.231,0.769,0.0
CNN,CNN,90,"Trump announces there will be a ""signing"" after working lunch with Kim Jong Un -- no information yet on what they c… https://t.co/MhWWs9jfpW",Tue Jun 12 05:03:08 +0000 2018,-0.296,0.0,0.905,0.095
CNN,CNN,91,Nine sacred artifacts stolen from a Native American tribe in the 1800s are finally returned more than 100 years lat… https://t.co/lQIjlzb6z4,Tue Jun 12 05:01:03 +0000 2018,-0.4939,0.0,0.856,0.144
CNN,CNN,92,"""He has gone from the madman of the hermit kingdom to the man who is able to summon a summit with the President of… https://t.co/6FRfUgJgbf",Tue Jun 12 05:01:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,93,"JUST IN: Trump tells the press the #TrumpKimSummit is ""going great. A really fantastic meeting. A lot of progress.… https://t.co/iKeOBSlpVv",Tue Jun 12 04:47:29 +0000 2018,0.8399,0.333,0.667,0.0
CNN,CNN,94,Craigslist founder Craig Newmark is giving $20 million to train future journalists at the City University of New Yo… https://t.co/UhV179c2hC,Tue Jun 12 04:46:05 +0000 2018,0.34,0.112,0.888,0.0
CNN,CNN,95,"North Korea's Kim Jong Un said he believed sitting down with President Trump is ""a great prelude to peace""… https://t.co/Iwumc4Cow8",Tue Jun 12 04:33:06 +0000 2018,0.6249,0.177,0.823,0.0
CNN,CNN,96,President Trump says there are too many German cars in the United States. Economists say he's missing two key point… https://t.co/KKomSnr9yH,Tue Jun 12 04:31:04 +0000 2018,0.1531,0.117,0.792,0.092
CNN,CNN,97,"This New Jersey schoolteacher devoted 45 years of her life to helping students with learning disabilities. Now, sev… https://t.co/2375i3y1Vu",Tue Jun 12 04:16:03 +0000 2018,0.5994,0.224,0.776,0.0
CNN,CNN,98,"RT @CNNTonight: ""In some ways North Korea is reshaping the world more than the United States. We have America losing friends because the Pr…",Tue Jun 12 04:01:47 +0000 2018,0.552,0.207,0.706,0.087
CNN,CNN,99,US President Trump and North Korean leader Kim Jong Un met for the first time ever. Here's how it's gone so far.… https://t.co/RONJTpExoT,Tue Jun 12 04:00:40 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,100,"RT @CNNTonight: ""We have to look at this as an extraordinary development that Donald Trump has been partly responsible for bringing about""…",Tue Jun 12 03:56:09 +0000 2018,0.2516,0.087,0.913,0.0
FoxNews,Fox News,1,.@jasoninthehouse: @TheJusticeDept Will Hold Docs on @FBI Informant Until Congress 'Gets a Backbone'  #OutnumberedOT https://t.co/VOEF2E99JH,Tue Jun 12 19:21:41 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,2,Parents of Otto Warmbier are hopeful 'something positive' can come from Trump-Kim summit https://t.co/woY4mdgEPO https://t.co/GvBsVXTHpS,Tue Jun 12 19:14:48 +0000 2018,0.7845,0.347,0.653,0.0
FoxNews,Fox News,3,OPINION: Trump meets Kim and sets the stage for fundamental change in Asia -– Here's what his critics missed https://t.co/1z2EuJWFHI,Tue Jun 12 19:05:27 +0000 2018,-0.5267,0.0,0.804,0.196
FoxNews,Fox News,4,Eurosatory 2018: Huge wheeled military ATV swims and surprises https://t.co/25707QhaBi,Tue Jun 12 18:56:23 +0000 2018,0.4939,0.344,0.656,0.0
FoxNews,Fox News,5,Crowds of Washington @Capitals fans showed up to the National Mall Tuesday to celebrate the team's first… https://t.co/ksplof7H0H,Tue Jun 12 18:51:03 +0000 2018,0.5719,0.179,0.821,0.0
FoxNews,Fox News,6,".@ChrisStirewalt: “There’s been disagreement between the two houses, between branches of the Democratic party about… https://t.co/lCarn5acPW",Tue Jun 12 18:38:36 +0000 2018,0.0516,0.141,0.729,0.13
FoxNews,Fox News,7,".@POTUS: “Without the rhetoric we wouldn’t have been here.”

President @realDonaldTrump talks to @seanhannity about… https://t.co/gkYAoPWmQI",Tue Jun 12 18:37:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,8,Alexander Vershbow on the Trump-Kim summit @dailybriefing https://t.co/oByqkBJ1xm,Tue Jun 12 18:28:04 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,9,"After Trump summit with Kim, families of Korean War missing hoping for closure (via @AndrewOReilly84) https://t.co/6VIYVACfr3",Tue Jun 12 18:24:51 +0000 2018,-0.5106,0.128,0.594,0.279
FoxNews,Fox News,10,RT @FoxBusiness: JUST IN: Tesla to cut 9% of workforce https://t.co/SHuLVjOYB1 https://t.co/l1WxnNUDzQ,Tue Jun 12 18:20:58 +0000 2018,-0.2732,0.0,0.84,0.16
FoxNews,Fox News,11,.@JessicaTarlov: People on Both Sides Believe @NikkiHaley Could Be First Female President https://t.co/xLU2w1htOt,Tue Jun 12 18:19:04 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,12,.@POTUS and Kim shake hands on landmark agreement https://t.co/seCPDmFvDh @dailybriefing https://t.co/KAySxezigJ,Tue Jun 12 18:16:17 +0000 2018,0.4215,0.317,0.563,0.12
FoxNews,Fox News,13,Tim Tebow slams critics using kneeling photo to support NFL anthem protesters (via @CalebParke) https://t.co/FUflDFCHdj,Tue Jun 12 18:13:56 +0000 2018,-0.1027,0.144,0.638,0.218
FoxNews,Fox News,14,Nunes sets today as the deadline for @TheJusticeDept to turn over more documents on alleged FBI informant… https://t.co/iUIc3pPRjQ,Tue Jun 12 18:07:29 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,15,Illinois police officer saves child running along busy road https://t.co/lGHt0LEExX,Tue Jun 12 18:06:33 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,16,"Border patrol agent shot, wounded in southern Arizona https://t.co/Bzr3V1u7Mt",Tue Jun 12 17:51:34 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,17,".@POTUS: “We are now going to start the process of denuclearization of North Korea.”

President @realDonaldTrump ta… https://t.co/C1WOpIdjT9",Tue Jun 12 17:36:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,18,Alec Baldwin says he 'would absolutely win' in 2020 election https://t.co/O6wpMdmW9X https://t.co/NUNxbDIOwG,Tue Jun 12 17:35:39 +0000 2018,0.624,0.271,0.729,0.0
FoxNews,Fox News,19,Staten Island baseball team renamed ‘Pizza Rats’ after fan vote https://t.co/O8O9QnEwVC,Tue Jun 12 17:27:55 +0000 2018,0.3182,0.187,0.813,0.0
FoxNews,Fox News,20,'Pregnant' male models steal the show at London Fashion Week https://t.co/cA8X8gguPz,Tue Jun 12 17:18:54 +0000 2018,-0.4939,0.0,0.758,0.242
FoxNews,Fox News,21,.@SenatorRisch: “We have a unique president and he uniquely got this done.” #OutnumberedOT https://t.co/gpteNYWod0,Tue Jun 12 17:13:53 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,22,.@SenatorMenendez: “This is the weakest statement I have ever seen come out of any engagement with North Korea.” https://t.co/hVIiM6hMKq,Tue Jun 12 17:08:25 +0000 2018,-0.0772,0.135,0.717,0.148
FoxNews,Fox News,23,"Deer wanders into DC Metro station, darts close to train before fleeing https://t.co/GL2bQSjlHC",Tue Jun 12 16:58:12 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,24,Florida fire station welcomes 9 babies in 10 months https://t.co/aVdCaxYL0r https://t.co/wXLemhOWOD,Tue Jun 12 16:43:23 +0000 2018,0.0772,0.206,0.611,0.183
FoxNews,Fox News,25,OPINION: @HeyTammyBruce: De Niro's crude attack on Trump proves liberals are beside themselves that the he keeps wi… https://t.co/5NwOhk2Cqw,Tue Jun 12 16:37:01 +0000 2018,-0.7783,0.0,0.714,0.286
FoxNews,Fox News,26,".@POTUS: “We got along very well. We got along from the beginning.”

President @realDonaldTrump talks to… https://t.co/3V8xeopbZg",Tue Jun 12 16:29:50 +0000 2018,0.3384,0.13,0.87,0.0
FoxNews,Fox News,27,.@POTUS delivered remarks following his historic summit with North Korean leader Kim Jong Un.… https://t.co/85T1LjLMFy,Tue Jun 12 16:25:25 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,28,Man reunited with baby he saved with CPR on side of highway https://t.co/p9wb0nUUSS,Tue Jun 12 16:15:43 +0000 2018,0.4215,0.189,0.811,0.0
FoxNews,Fox News,29,Alec Baldwin says he 'would absolutely win' against Trump in 2020 election https://t.co/3Zg5OAY3M4,Tue Jun 12 16:08:55 +0000 2018,0.624,0.254,0.746,0.0
FoxNews,Fox News,30,President Trump and Kim Jong Un agree to hold follow-up negotiations to be led by Secretary of State Mike Pompeo;… https://t.co/OmCKcWcDl1,Tue Jun 12 16:07:42 +0000 2018,0.3612,0.111,0.889,0.0
FoxNews,Fox News,31,Boy facing terminal brain tumor made trooper for a day https://t.co/FEgfkfstvg,Tue Jun 12 15:59:20 +0000 2018,-0.3818,0.0,0.776,0.224
FoxNews,Fox News,32,".@MacThornberry: Part of what I believe brought Kim Jong Un to this point were the economic sanctions, the diplomat… https://t.co/3iNfnfDUAP",Tue Jun 12 15:52:31 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,33,#Pulse nightclub massacre anniversary to be marked by die-in's across country https://t.co/SOJOk8lnQL,Tue Jun 12 15:46:15 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,34,.@SteveScalise to return to the field for Congressional baseball game Thursday @AmericaNewsroom https://t.co/cmL28quUWo,Tue Jun 12 15:41:38 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Fox News,35,.@SteveScalise on @SecPompeo: “I am so proud of the work he’s doing to represent our country and represent our pres… https://t.co/1pQnqWvyYs,Tue Jun 12 15:34:45 +0000 2018,0.6113,0.166,0.834,0.0
